央视高清,#genre#
NewTV军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
NewTV家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
NewTV中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1934355864_2070028581/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
NewTV东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2482771376_951312812/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
NewTV明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
NewTV欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
NewTV炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw2582593423_1721070986/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
NewTV精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
NewTV精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
NewTV超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级综艺,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/index.m3u8
NewTV超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8

移动咪咕,#genre#
咪咕直播4K-1,http://[2409:8087:1a01:df::4001]/PLTV/88888888/224/3221225655/index.m3u8
咪咕直播4K-2,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225651/index.m3u8
咪咕直播-1,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225611/index.m3u8
咪咕直播-2,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225613/index.m3u8
咪咕直播-3,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225619/index.m3u8
咪咕直播-4,http://[2409:8087:1a01:df::4058]/PLTV/88888888/224/3221225620/index.m3u8
咪咕直播-5,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225639/index.m3u8
咪咕直播-6,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225641/index.m3u8
咪咕直播-7,http://[2409:8087:1a01:df::4011]/PLTV/88888888/224/3221225643/index.m3u8
咪咕直播-8,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225645/index.m3u8
咪咕直播-9,http://[2409:8087:1a01:df::4016]/PLTV/88888888/224/3221225647/index.m3u8
咪咕直播-10,http://[2409:8087:1a01:df::4022]/PLTV/88888888/224/3221225648/index.m3u8
咪咕直播-11,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕直播-12,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
咪咕直播-13,http://[2409:8087:1a01:df::4014]/PLTV/88888888/224/3221225652/index.m3u8
咪咕直播-14,http://[2409:8087:1a01:df::4013]/PLTV/88888888/224/3221225653/index.m3u8
咪咕直播-15,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225654/index.m3u8
咪咕直播-16,http://[2409:8087:1a01:df::4019]/PLTV/88888888/224/3221225658/index.m3u8
咪咕直播-17,http://[2409:8087:1a01:df::4012]/PLTV/88888888/224/3221225660/index.m3u8
咪咕直播-18,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225662/index.m3u8
咪咕直播-19,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221225733/index.m3u8
咪咕直播-20,http://[2409:8087:1a01:df::4048]/PLTV/88888888/224/3221225735/index.m3u8
咪咕直播-21,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225737/index.m3u8
咪咕直播-22,http://[2409:8087:1a01:df::4074]/PLTV/88888888/224/3221225739/index.m3u8
咪咕直播-23,http://[2409:8087:1a01:df::4030]/PLTV/88888888/224/3221225754/index.m3u8
咪咕直播-24,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225756/index.m3u8
咪咕直播-25,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225758/index.m3u8
咪咕直播-26,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225760/index.m3u8
咪咕直播-27,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225895/index.m3u8
咪咕直播-28,http://[2409:8087:1a01:df::4028]/PLTV/88888888/224/3221225897/index.m3u8
咪咕直播-29,http://[2409:8087:1a01:df::4061]/PLTV/88888888/224/3221225899/index.m3u8
咪咕直播-30,http://[2409:8087:1a01:df::4009]/PLTV/88888888/224/3221225901/index.m3u8
咪咕直播-31,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225903/index.m3u8
咪咕直播-32,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播-33,http://[2409:8087:1a01:df::4051]/PLTV/88888888/224/3221225905/index.m3u8
咪咕直播-34,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播-35,http://[2409:8087:1a01:df::4055]/PLTV/88888888/224/3221225910/index.m3u8
咪咕直播-36,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221225912/index.m3u8
咪咕直播-37,http://[2409:8087:1a01:df::4027]/PLTV/88888888/224/3221225914/index.m3u8
咪咕直播-38,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221226027/index.m3u8
咪咕直播-39,http://[2409:8087:1a01:df::4068]/PLTV/88888888/224/3221226031/index.m3u8
咪咕直播-40,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221226046/index.m3u8
咪咕直播-41,http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8
咪咕直播-42,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8

轮播频道,#genre#
2024-02-15 14:06:49,https://cdn.jsdelivr.net/gh/youshandefeiyang/testvideo/time/time.mp4
4K60PSDR-H264-AAC测试,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
4K60PHLG-HEVC-EAC3测试,http://159.75.85.63:5680/d/ad/playad.m3u8
狂飙,https://www.goodiptv.club/yy/1355142167
举起手来-惊险抗日,https://www.goodiptv.club/yy/1382736877
狂飙,https://www.goodiptv.club/yy/1382754187
【盜暮笔记】24h,https://www.goodiptv.club/yy/1356373644
武林外传 超清,https://www.goodiptv.club/yy/21092633
古惑仔,https://www.goodiptv.club/yy/1458015189
绝版电影 港片女鬼,https://www.goodiptv.club/yy/1455988450
【战狼4】吴京老师,https://www.goodiptv.club/yy/1354784284
雪豹,https://www.goodiptv.club/yy/28099939
港片 喜剧 动作,https://www.goodiptv.club/yy/1355480591
赵本山《蓝光版》,https://www.goodiptv.club/yy/32160832
【狂飙2老默】首播,https://www.goodiptv.club/yy/1354790484
幸福满院,https://www.goodiptv.club/yy/1382737886
鬼经典老片,https://www.goodiptv.club/yy/1463783198
鹿鼎记-周星驰版,https://www.goodiptv.club/yy/1354658049
动作武侠港片电影,https://www.goodiptv.club/yy/1459801818
港片赌片 3000部,https://www.goodiptv.club/yy/1355076627
经典鬼片3000部,https://www.goodiptv.club/yy/29460894
恐怖电影,https://www.goodiptv.club/yy/24066336
天龙神雕经典回忆,https://www.goodiptv.club/yy/68260522
李连杰功夫 经典武侠,https://www.goodiptv.club/yy/74613175
绝版电影 港片女鬼,https://www.goodiptv.club/yy/1461579859
神医喜来乐,https://www.goodiptv.club/yy/1382714119
【战狼3吴京】首播,https://www.goodiptv.club/yy/1456668939
港片电影集,https://www.goodiptv.club/yy/1455225203
【鹿鼎记】金庸经典,https://www.goodiptv.club/yy/28265277
林正英-经典电影,https://www.goodiptv.club/yy/34229877
林正英电影,https://www.goodiptv.club/yy/1382841203
【新三国】蓝光版,https://www.goodiptv.club/yy/1382705738
弹幕天团 下饭神剧,https://www.goodiptv.club/yy/23512910
知否知否应是绿肥红瘦,https://www.goodiptv.club/yy/21881901
纪晓岚,https://www.goodiptv.club/yy/1354143978
【少年歌行】,https://www.goodiptv.club/yy/1354806550
济公游记,https://www.goodiptv.club/yy/1355265814
天龙八部,https://www.goodiptv.club/yy/1351814644
武林外传,https://www.goodiptv.club/yy/1355652820
狂飙,https://www.goodiptv.club/yy/1382764587
【港台】鬼片 惊悚 喜剧,https://www.goodiptv.club/yy/1351030377
斗罗斗破动漫,https://www.goodiptv.club/yy/1420843376
兔牙妹吖正在直播,https://www.goodiptv.club/yy/1353782648
燕双鹰,https://www.goodiptv.club/yy/1354143942
66车讯,https://www.goodiptv.club/yy/1382571192
豪哥带我们发财,https://www.goodiptv.club/yy/23402146
纪晓岚,https://www.goodiptv.club/yy/1352227227
83射雕英雄传,https://www.goodiptv.club/yy/1354210357
小沈阳春晚小品,https://www.goodiptv.club/yy/1382749941
正阳门下,https://www.goodiptv.club/yy/1354931580
鬼片 恐怖片,https://www.goodiptv.club/yy/1455891197
国内喜剧,https://www.goodiptv.club/yy/1382735563
火蓝刀锋,https://www.goodiptv.club/yy/1382737892
情满四合院,https://www.goodiptv.club/yy/1382851524
院线动作大片,https://www.goodiptv.club/yy/1382736900
宋小宝小品合集,https://www.goodiptv.club/yy/1354931577
速度与激情全集,https://www.goodiptv.club/yy/1382749892
星爷经典-百看不厌,https://www.goodiptv.club/yy/1382736808
贾玲春晚小品,https://www.goodiptv.club/yy/1382736720
正阳门下,https://www.goodiptv.club/yy/1382851588
欢乐集结号-每天笑不停,https://www.goodiptv.club/yy/1382741642
澳门风云,https://www.goodiptv.club/yy/1459243913
【聚星】娜娜,https://www.goodiptv.club/yy/1382851479
地下交通站,https://www.goodiptv.club/yy/1382736795
情满四合院-高分电视剧,https://www.goodiptv.club/yy/1382735541
惊恐盗暮鬼怪,https://www.goodiptv.club/yy/1382749525
封神榜,https://www.goodiptv.club/yy/1353426319
德爷单挑荒野,https://www.goodiptv.club/yy/27772604
国内侦探电影大全,https://www.goodiptv.club/yy/1354936134
赵本山《超清版》,https://www.goodiptv.club/yy/1382683959
少年包青天第三部,https://www.goodiptv.club/yy/1382736814
花儿开心吧,https://www.goodiptv.club/yy/1354930984
二号交通站,https://www.goodiptv.club/yy/1382735582
经典 绝版 恐怖3000,https://www.goodiptv.club/yy/84238895
纪晓岚,https://www.goodiptv.club/yy/1382781415
金牌配角达叔系列,https://www.goodiptv.club/yy/1354888728
【动漫】斗罗斗破超清全屏,https://www.goodiptv.club/yy/28796627
鬼片港片美女陪你看,https://www.goodiptv.club/yy/1335509613
摸金 盗暮,https://www.goodiptv.club/yy/1459714870
宰相刘罗锅,https://www.goodiptv.club/yy/1353892468
雍正王朝,https://www.goodiptv.club/yy/23206872
勇敢的心,https://www.goodiptv.club/yy/1354744544
【港片】赌片 动作,https://www.goodiptv.club/yy/24921161
热度榜1.包青天,https://www.goodiptv.club/yy/22701868
鬼片.惊悚.港片,https://www.goodiptv.club/yy/1355497884
喜欢的小哥哥点点关注,https://www.goodiptv.club/yy/98544634
【成龙经典】动作,https://www.goodiptv.club/yy/34460526
鹿鼎记-高清全集,https://www.goodiptv.club/yy/1382704650
新三国,https://www.goodiptv.club/yy/26744898
花千骨,https://www.goodiptv.club/yy/1354943110
【赌神片 动作片 港片】,https://www.goodiptv.club/yy/1355112116
二龙湖浩哥【经典搞笑】,https://www.goodiptv.club/yy/28205255
【新三国】萌儿陪看,https://www.goodiptv.club/yy/29216766
皮蛋影视 正在直播,https://www.goodiptv.club/yy/23055599
鹊刀门,https://www.goodiptv.club/yy/1355344777
电影电影,https://www.goodiptv.club/yy/1458819360
经典港片电影,https://www.goodiptv.club/yy/1382793140
M恐怖片正在直播,https://www.goodiptv.club/yy/1352956876
斗罗斗破精彩动漫,https://www.goodiptv.club/yy/1507304388
雯子：港剧影视厅,https://www.goodiptv.club/yy/1456829119
好先生,https://www.goodiptv.club/yy/79382500
(周星驰)超经典搞笑电影,https://www.goodiptv.club/yy/29945997
超级吓人鬼片 恐怖片,https://www.goodiptv.club/yy/1355641195
寻秦记-穿越剧经典,https://www.goodiptv.club/yy/1382749900
雪中悍刀行,https://www.goodiptv.club/yy/1382660835
抗战！,https://www.goodiptv.club/yy/1507704566
斗破苍穹斗罗大玄幻修仙剧,https://www.goodiptv.club/yy/1356051105
【没病走两步】,https://www.goodiptv.club/yy/1382851464
经典鬼片,https://www.goodiptv.club/yy/1508828185
【神雕侠侣】金庸经典,https://www.goodiptv.club/yy/1382704651
新水浒传,https://www.goodiptv.club/yy/1353215589
僵尸女鬼电影,https://www.goodiptv.club/yy/1457229809
盗暮 老九门,https://www.goodiptv.club/yy/1382763739
《石敢当》六耳猕猴,https://www.goodiptv.club/yy/1394156613
英叔僵尸 3000部,https://www.goodiptv.club/yy/1353685311
港片鬼片全集,https://www.goodiptv.club/yy/1459869766
精彩玄幻电影,https://www.goodiptv.club/yy/1382688400
【动漫】斗罗斗破,https://www.goodiptv.club/yy/1353098382
丫头动漫 斗罗斗破,https://www.goodiptv.club/yy/1458722520
鬼怪恐怖惊辣,https://www.goodiptv.club/yy/1382748585
【电影】超然巨作,https://www.goodiptv.club/yy/29170933
奇缘39262港台影院,https://www.goodiptv.club/yy/1354889234
武林外传,https://www.goodiptv.club/yy/1353852605
小甜甜 闯关东,https://www.goodiptv.club/yy/1382658790
24H地下交通站全,https://www.goodiptv.club/yy/37880083
武侠港片电影,https://www.goodiptv.club/yy/1451866697
电影 古惑仔全集,https://www.goodiptv.club/yy/1354507447
港片电影,https://www.goodiptv.club/yy/33897188
【周星驰】搞笑电影,https://www.goodiptv.club/yy/38670875
历史剧场,https://www.goodiptv.club/yy/1382797534
【动漫】斗罗斗破超清全屏,https://www.goodiptv.club/yy/1382689904
林正英 僵尸 鬼片,https://www.goodiptv.club/yy/1351505899
【电视剧】天下第一,https://www.goodiptv.club/yy/1354780649
雨馨 正在直播,https://www.goodiptv.club/yy/1354768828
武工队传奇,https://www.goodiptv.club/yy/22089862
案发现场（1-3）,https://www.goodiptv.club/yy/31368110
少年包青天,https://www.goodiptv.club/yy/1356043677
破案港剧,https://www.goodiptv.club/yy/1350670730
新主播，求照顾,https://www.goodiptv.club/yy/29197808
武林外传,https://www.goodiptv.club/yy/1454629602
新白娘子传奇,https://www.goodiptv.club/yy/1354490667
三国演义 超高清,https://www.goodiptv.club/yy/1508901692
《一剑开天门》,https://www.goodiptv.club/yy/34313906
康熙微服私访记,https://www.goodiptv.club/yy/1352811698
超清经典港片,https://www.goodiptv.club/yy/1356180261
隋唐英雄传,https://www.goodiptv.club/yy/1352475619
经典动漫,https://www.goodiptv.club/yy/24180320
正阳门下 正在直播,https://www.goodiptv.club/yy/1453059740
神探狄仁杰,https://www.goodiptv.club/yy/1351755386
火凤凰之战狼七,https://www.goodiptv.club/yy/1463088777
小玲玲 正在直播,https://www.goodiptv.club/yy/1352227153
无敌燕双鹰,https://www.goodiptv.club/yy/1354825244
狂飙,https://www.goodiptv.club/yy/1382690078
小蓉儿 正在直播,https://www.goodiptv.club/yy/1351762426
国漫 一起看正在直播,https://www.goodiptv.club/yy/1351417866
神探狄仁杰,https://www.goodiptv.club/yy/38338029
你不知道的汽车冷知识,https://www.goodiptv.club/yy/1346966327
大家车言论,https://www.goodiptv.club/yy/1382570702
经典动漫,https://www.goodiptv.club/yy/22777075
小美美 正在直播,https://www.goodiptv.club/yy/1354143966
动漫,https://www.goodiptv.club/yy/25055036
雪儿 正在直播,https://www.goodiptv.club/yy/1354143938
飞哥全集乐乐陪看】,https://www.goodiptv.club/yy/1352946111
24【动漫】正在直播,https://www.goodiptv.club/yy/1350984033
雍正王朝,https://www.goodiptv.club/yy/1356043620
真实案件系列,https://www.goodiptv.club/yy/1382671124
24H国漫热播,https://www.goodiptv.club/yy/1353937086
动漫,https://www.goodiptv.club/yy/1382747970
燕双鹰专场,https://www.goodiptv.club/yy/23026835
完美世界,https://www.goodiptv.club/yy/39344825
都挺好-电视剧,https://www.goodiptv.club/yy/1382736892
西游记后传,https://www.goodiptv.club/yy/1382736846
大话西游至尊宝,https://www.goodiptv.club/yy/1382851590
24h 我爱我家 纯音频,https://www.goodiptv.club/yy/1356212303
神探狄仁杰2,https://www.goodiptv.club/yy/1382828767
你最爱的宋小宝,https://www.goodiptv.club/yy/1354936198
赌神-发哥,https://www.goodiptv.club/yy/1354889044
燃爆动作片,https://www.goodiptv.club/yy/1382736801
�逋鞠盗�-国产喜剧,https://www.goodiptv.club/yy/1382736856
神探狄仁杰1,https://www.goodiptv.club/yy/1382851575
敢死队-精彩动作电影,https://www.goodiptv.club/yy/1382735573
变形金刚,https://www.goodiptv.club/yy/1382736803
神探狄仁杰2,https://www.goodiptv.club/yy/1382736907
小宝让你乐翻天：6到9集,https://www.goodiptv.club/yy/1354930971
宰相刘罗锅,https://www.goodiptv.club/yy/1382745191
小兵张嘎,https://www.goodiptv.club/yy/1354930225
父母爱情,https://www.goodiptv.club/yy/1354926650
笑声传奇,https://www.goodiptv.club/yy/1382736880
父母爱情,https://www.goodiptv.club/yy/1382746276
木乃伊全集,https://www.goodiptv.club/yy/1354889024
天道-9.2高分好剧,https://www.goodiptv.club/yy/1382735574
风筝,https://www.goodiptv.club/yy/1382828770
伪装者,https://www.goodiptv.club/yy/1354936244
二号交通站,https://www.goodiptv.club/yy/1382851582
法证先锋Ⅱ,https://www.goodiptv.club/yy/1382851597
我的体育老师,https://www.goodiptv.club/yy/1382745169
三国演义94年经典版,https://www.goodiptv.club/yy/1354936241
倚天屠龙记,https://www.goodiptv.club/yy/33300793
父母爱情,https://www.goodiptv.club/yy/1382851594
情满四合院,https://www.goodiptv.club/yy/1382736848
炊事班的故事III,https://www.goodiptv.club/yy/1382736716
神探狄仁杰1,https://www.goodiptv.club/yy/1354930934
寻秦记-穿越剧经典,https://www.goodiptv.club/yy/1382851591
情满四合院,https://www.goodiptv.club/yy/1382736888
熊出没之探险日记S1-国漫,https://www.goodiptv.club/yy/1354930977
成龙系列,https://www.goodiptv.club/yy/1354888751
康熙王朝,https://www.goodiptv.club/yy/1382736818
康熙王朝,https://www.goodiptv.club/yy/1382851583
笑傲江湖,https://www.goodiptv.club/yy/1354930909
我的前半生,https://www.goodiptv.club/yy/1382735564
雪中悍刀行,https://www.goodiptv.club/yy/59719179
【经典港片】佟瑶,https://www.goodiptv.club/yy/23531261
华子系列,https://www.goodiptv.club/yy/1354888726
三国演义,https://www.goodiptv.club/yy/32788000
震撼！国内功夫大片,https://www.goodiptv.club/yy/1382736902
士兵突击,https://www.goodiptv.club/yy/1382828766
血色浪漫,https://www.goodiptv.club/yy/1354926676
【金超群】电视剧,https://www.goodiptv.club/yy/1356158015
狄仁杰等你哦,https://www.goodiptv.club/yy/1457579747
新三国24小时播放,https://www.goodiptv.club/yy/1354555195
雪中悍刀行,https://www.goodiptv.club/yy/1450496699
�潘磕惺康谝患�-国产喜剧,https://www.goodiptv.club/yy/1382741637
《仙侠》开局无敌了,https://www.goodiptv.club/yy/29600150
大唐狄公案,https://www.goodiptv.club/yy/1355171357
牛大叔提干,https://www.goodiptv.club/yy/1382851615
【电影】超然巨作,https://www.goodiptv.club/yy/26623173
鬼片3000,https://www.goodiptv.club/yy/1460889796
【林正英】僵尸 鬼片,https://www.goodiptv.club/yy/30668277
送水工,https://www.goodiptv.club/yy/1382851617
【且试.护心】 ~,https://www.goodiptv.club/yy/29067083
盗暮惊悚妖魔,https://www.goodiptv.club/yy/1382765507
24小时陪你看,https://www.goodiptv.club/yy/1331686180
【杉杉来了】赵丽颖,https://www.goodiptv.club/yy/23458682
笑傲江湖,https://www.goodiptv.club/yy/1352833750
国内玄幻电影-林正英,https://www.goodiptv.club/yy/1354932444
香港经典蓝光电影,https://www.goodiptv.club/yy/1382627144
港片经典电影,https://www.goodiptv.club/yy/32326398
【电影】顶级动作电影,https://www.goodiptv.club/yy/24923327
全职高手,https://www.goodiptv.club/yy/26870427
【陪你看】金刚葫芦娃,https://www.goodiptv.club/yy/1353323999
8090年的热血与回忆,https://www.goodiptv.club/yy/1356243352
特种兵系列,https://www.goodiptv.club/yy/1508456184
2024盗幕鬼怪,https://www.goodiptv.club/yy/1355171231
【案发现场】1-4部全集,https://www.goodiptv.club/yy/33567888
战狼7吴京退役,https://www.goodiptv.club/yy/1382773714
冯巩 牛群,https://www.goodiptv.club/yy/1382851476
【天龙八部】蓝光超清,https://www.goodiptv.club/yy/28996058
送欢乐,https://www.goodiptv.club/yy/34093016
少年包青天三,https://www.goodiptv.club/yy/61318527
布丁-玄幻电影正在直播,https://www.goodiptv.club/yy/1455460998
西游记后传 蓝光,https://www.goodiptv.club/yy/1353392400
法证先锋Ⅱ,https://www.goodiptv.club/yy/1354888736
Ｔ.Ｓ.Ｌ.-东门仔,https://www.goodiptv.club/yy/1382861117
神探狄仁杰2,https://www.goodiptv.club/yy/1382851146
炊事班的故事,https://www.goodiptv.club/yy/1382749901
【破案 悬疑 港剧】,https://www.goodiptv.club/yy/1382800083
炊事班的故事II,https://www.goodiptv.club/yy/1382736885
魔幻手机,https://www.goodiptv.club/yy/1382735544
读心神探,https://www.goodiptv.club/yy/1382851589
第一滴血全集,https://www.goodiptv.club/yy/1354932355
动漫,https://www.goodiptv.club/yy/1382788679
易中天品三国,https://www.goodiptv.club/yy/1354931498
动作大片-热血开打,https://www.goodiptv.club/yy/1354936168
动漫,https://www.goodiptv.club/yy/26664495
国内喜剧,https://www.goodiptv.club/yy/1382736862
放羊的星星,https://www.goodiptv.club/yy/1355260662
洪金宝福星系列,https://www.goodiptv.club/yy/1354924839
野山鹰-影视剧,https://www.goodiptv.club/yy/1354932395
新白娘子传奇-女神赵雅芝,https://www.goodiptv.club/yy/1354930969
萌萌爱追剧,https://www.goodiptv.club/yy/1382745093
电影百团大战,https://www.goodiptv.club/yy/1382736871
伪装者,https://www.goodiptv.club/yy/1382851593
刑事侦缉档案I,https://www.goodiptv.club/yy/1382851585
读心神探,https://www.goodiptv.club/yy/1382736875
宝莲灯前传,https://www.goodiptv.club/yy/1354931631
绝版鬼片电影,https://www.goodiptv.club/yy/1382743247
今夜欢乐颂,https://www.goodiptv.club/yy/1382735572
动作大片,https://www.goodiptv.club/yy/1354930926
夏洛特烦恼-国内电影-喜剧,https://www.goodiptv.club/yy/1354936201
金三角大营救,https://www.goodiptv.club/yy/1354930924
高分科幻动作片,https://www.goodiptv.club/yy/1382749948
【动漫】斗罗斗破,https://www.goodiptv.club/yy/35742228
超精彩！系列动作电影,https://www.goodiptv.club/yy/1382745096
欢天喜地七仙女,https://www.goodiptv.club/yy/1382735553
施公奇案1-欧阳震华,https://www.goodiptv.club/yy/1382749918
法证先锋,https://www.goodiptv.club/yy/1354930939
很难不爱你,https://www.goodiptv.club/yy/1382656234
叶问全集,https://www.goodiptv.club/yy/1382736890
张国荣与周润发的兄弟情,https://www.goodiptv.club/yy/1354930961
黑衣人1、2—动作喜剧大片,https://www.goodiptv.club/yy/1354930936
我爱我家,https://www.goodiptv.club/yy/1382851580
娆�涔�棰�,https://www.goodiptv.club/yy/1382851577
红楼梦1987经典版,https://www.goodiptv.club/yy/1382745084
炊事班的故事II,https://www.goodiptv.club/yy/1382851579
小欢喜,https://www.goodiptv.club/yy/1382737888
少年包青天第三部,https://www.goodiptv.club/yy/1382851540
丛林敢死队-国内电影,https://www.goodiptv.club/yy/1354936214
宋小宝春晚小品合集,https://www.goodiptv.club/yy/1382736866
岳云鹏宋小宝也来演电影了？,https://www.goodiptv.club/yy/1354926612
中国味道 第4季-美食纪录片,https://www.goodiptv.club/yy/1382736845
经典大片合集,https://www.goodiptv.club/yy/1382749895
军旅电视剧,https://www.goodiptv.club/yy/1352575322
灌篮高手,https://www.goodiptv.club/yy/1382735626
小公举,https://www.goodiptv.club/yy/1382745124
神雕侠侣,https://www.goodiptv.club/yy/1460913377
一分钟学道菜,https://www.goodiptv.club/yy/1382736901
精彩动漫斗罗斗破,https://www.goodiptv.club/yy/76101626
福贵,https://www.goodiptv.club/yy/1354926537
金婚,https://www.goodiptv.club/yy/1382736832
【新三国】吕布,https://www.goodiptv.club/yy/1382851459
海王-院线大片,https://www.goodiptv.club/yy/1354936142
火炬手,https://www.goodiptv.club/yy/1382851618
【新三国】日版,https://www.goodiptv.club/yy/1382851457
新主播，求照顾,https://www.goodiptv.club/yy/1382690406
你是我兄弟,https://www.goodiptv.club/yy/70163211
【科幻电影】,https://www.goodiptv.club/yy/1355065896
欢乐颂,https://www.goodiptv.club/yy/1382735624
【聚星】光年,https://www.goodiptv.club/yy/1382851465
经典电影,https://www.goodiptv.club/yy/1450556636
倚天屠龙记,https://www.goodiptv.club/yy/1356043643
军旅剧（回忆经典）,https://www.goodiptv.club/yy/1356306672
鬼片恐怖私人影院,https://www.goodiptv.club/yy/1354952229
相声相声搜38528频道,https://www.goodiptv.club/yy/34025318
的直播间,https://www.goodiptv.club/yy/1354129442
24小时循环播电视剧,https://www.goodiptv.club/yy/53320802
公主陪看老酒馆,https://www.goodiptv.club/yy/1356254650
战争大片,https://www.goodiptv.club/yy/1382735556
动漫,https://www.goodiptv.club/yy/23993334
小宝 天龙 神雕金庸,https://www.goodiptv.club/yy/1356043609
【科幻】超炫特效,https://www.goodiptv.club/yy/37988782
最可爱的人,https://www.goodiptv.club/yy/1354585554
西游记张卫健版,https://www.goodiptv.club/yy/1354936155
经典动作电影,https://www.goodiptv.club/yy/1370293254
天下第一,https://www.goodiptv.club/yy/1382736838
金星脱口秀：我敢说你敢听吗,https://www.goodiptv.club/yy/1382735552
叶问全集,https://www.goodiptv.club/yy/1382828771
战争大片-国外电影,https://www.goodiptv.club/yy/1382736857
魔幻手机,https://www.goodiptv.club/yy/1382851541
动物世界,https://www.goodiptv.club/yy/1382749889
热血抗日电影,https://www.goodiptv.club/yy/1382749907
仙剑奇侠传-神仙姐姐驾到,https://www.goodiptv.club/yy/1382749903
超燃科幻大片：明日边缘,https://www.goodiptv.club/yy/1382736835
爆笑小品,https://www.goodiptv.club/yy/1354931503
末日系列-外国电影合集,https://www.goodiptv.club/yy/1354889019
欢乐集结号2,https://www.goodiptv.club/yy/1354930919
香港院线大片-最新,https://www.goodiptv.club/yy/1354936242
亲爱的热爱的,https://www.goodiptv.club/yy/1354932433
吐槽大会 第1季,https://www.goodiptv.club/yy/1354936210
法证先锋,https://www.goodiptv.club/yy/1382851599
非诚勿扰,https://www.goodiptv.club/yy/1382745106
国内喜剧,https://www.goodiptv.club/yy/1382851598
热血动作电影,https://www.goodiptv.club/yy/1382736804
深海利剑,https://www.goodiptv.club/yy/1382736906
